(business1)
%/NN	TF:8
employers/NNS	TF:4
evidence/NN	TF:2
file/NN	TF:1
files/NNS	TF:2
finding/VBG	TF:1
fingerprinting/VBG	TF:1
firm/NN	TF:2
firms/NNS	TF:1
follow/VB	TF:1
forces/NNS	TF:1
form/NN	TF:1
found/VBD	TF:1
Freedom/NNP	TF:1
given/VBN	TF:1
governments/NNS	TF:1
had/VBD	TF:1
handle/VBP	TF:1
has/VBZ	TF:4
have/VBP	TF:4
help/VB	TF:1
Hi-Tech/NNP	TF:1
impetus/NN	TF:1
include/VB	TF:1
incorporated/VBN	TF:1
Increasingly/NNP	TF:1
Information/NNP	TF:1
Ironically/NNP	TF:1
is/VBZ	TF:6
issues/NNS	TF:1
joined/VBN	TF:1
keystroke/NN	TF:1
language/NN	TF:1
log-ins/NNS	TF:1
logged/VBN	TF:1
machine/NN	TF:1
managing/VBG	TF:1
medium/NN	TF:1
memory/NN	TF:1
minutes/NNS	TF:1
misuse/NN	TF:1
monitor/VB	TF:3
monitored/VBN	TF:1
monitoring/NN	TF:1
monitoring/VBG	TF:1
National/NNP	TF:1
nature/NN	TF:1
need/VB	TF:1
need/VBP	TF:1
NHTCU/NNP	TF:1
NOP/NNP	TF:1
organisation/NN	TF:1
organisations/NNS	TF:1
party/NN	TF:1
PC/NN	TF:3
People/NNS	TF:1
performed/VBN	TF:1
pinpoint/NN	TF:1
pornography/NN	TF:1
Potentially/NNP	TF:1
printed/VBN	TF:1
privacy/NN	TF:2
Privacy/NN	TF:1
prompted/VBN	TF:1
proof/NN	TF:2
prove/VB	TF:1
provide/VB	TF:1
racist/NN	TF:1
recognise/VB	TF:1
relationship/NN	TF:1
replacing/VBG	TF:1
representative/NN	TF:1
requirement/NN	TF:1
requires/VBZ	TF:1
result/NN	TF:2
retrieve/VB	TF:1
sabotage/NN	TF:1
Sabotage/NN	TF:1
said/VBD	TF:2
saved/VBD	TF:1
security/NN	TF:2
software/NN	TF:1
Software/NNP	TF:3
specialists/NNS	TF:1
staff/NN	TF:1
standard/NN	TF:1
stick/NN	TF:1
stolen/VBN	TF:1
storage/NN	TF:2
store/NN	TF:1
store/VB	TF:2
stored/VBN	TF:1
survey/NN	TF:1
system/NN	TF:6
talk/VB	TF:1
tampered/VBN	TF:1
techniques/NNS	TF:1
theft/NN	TF:1
Tim/NNP	TF:1
time/NN	TF:2
trail/NN	TF:1
Unit/NNP	TF:1
unveiled/VBN	TF:1
use/NN	TF:2
used/VBN	TF:1
using/VBG	TF:3
venture/NN	TF:1
victims/NNS	TF:1
was/VBD	TF:1
watching/VBG	TF:1
water/NN	TF:1
way/NN	TF:1
work/NN	TF:1
work/VBP	TF:1
Worries/NNS	TF:1
wrong-doing/NN	TF:1

(tech80)
A/NNP	TF:1
added/VBD	TF:1
adopted/VBN	TF:1
agency/NN	TF:1
agenda/NN	TF:1
Amazon.com/NNP	TF:1
backing/NN	TF:1
been/VBN	TF:2
bring/VB	TF:1
Brussels/NNP	TF:1
business/NN	TF:1
came/VBD	TF:1
caused/VBN	TF:1
changed/VBD	TF:1
chosen/VBN	TF:1
companies/NNS	TF:3
computer/NN	TF:2
concerned/VBN	TF:1
concerns/NNS	TF:1
consider/VB	TF:1
Critics/NNS	TF:2
critics/NNS	TF:1
date/NN	TF:1
debate/NN	TF:1
December/NNP	TF:1
delay/NN	TF:3
developers/NNS	TF:1
developing/VBG	TF:1
Directive/NNP	TF:1
discussed/VBN	TF:1
discussion/NN	TF:1
do/VBP	TF:1
does/VBZ	TF:1
draft/NN	TF:1
end/NN	TF:1
EU/NNP	TF:5
Europe/NNP	TF:2
excludes/VBZ	TF:1
favour/VB	TF:1
govern/VBP	TF:1
had/VBD	TF:2
has/VBZ	TF:2
have/VB	TF:2
have/VBP	TF:1
hit/VBN	TF:1
hits/VBZ	TF:1
holds/VBZ	TF:1
hurt/VB	TF:1
impact/VB	TF:1
innovation/NN	TF:1
intention/NN	TF:1
internet/NN	TF:1
inventions/NNS	TF:2
Inventions/NNS	TF:1
is/VBZ	TF:3
issue/NN	TF:1
item/NN	TF:1
law/NN	TF:7
laws/NNS	TF:2
lead/VB	TF:1
legislation/NN	TF:1
let/VB	TF:1
line/NN	TF:1
means/VBZ	TF:1
meeting/NN	TF:1
member/NN	TF:1
methods/NNS	TF:1
ministers/NNS	TF:2
model/NN	TF:1
Monday/NNP	TF:1
months/NNS	TF:1
New/NNP	TF:1
officials/NNS	TF:1
ones/NNS	TF:1
patent/NN	TF:1
Patentability/NNP	TF:1
patenting/NN	TF:2
patenting/VBG	TF:1
permitted/VBN	TF:1
phrasing/NN	TF:1
planned/VBN	TF:1
point/NN	TF:1
Poland/NNP	TF:2
programs/NNS	TF:1
protect/VBP	TF:1
pure/NN	TF:1
put/VB	TF:2
raised/VBN	TF:1
requested/VBD	TF:1
Reuters/NNP	TF:1
rules/NNS	TF:1
say/VBP	TF:3
says/VBZ	TF:1
see/VB	TF:1
service/NN	TF:1
shopping/NN	TF:1
software/NN	TF:5
spent/VBN	TF:1
spokesman/NN	TF:1
supporters/NNS	TF:2
supposed/VBN	TF:1
text/NN	TF:1
time/NN	TF:2
today/NN	TF:1
told/VBD	TF:1
Union/NNP	TF:1
US/NNP	TF:2
want/VBP	TF:1
was/VBD	TF:4
work/VBP	TF:1
years/NNS	TF:1

(tech81)
%/NN	TF:14
According/VBG	TF:2
ads/NNS	TF:1
are/VBP	TF:5
Ask/NNP	TF:2
asked/VBN	TF:2
awareness/NN	TF:1
be/VB	TF:4
being/VBG	TF:2
carry/VBP	TF:2
carrying/VBG	TF:1
Center/NNP	TF:1
chunk/NN	TF:1
Commenting/VBG	TF:1
consult/NN	TF:1
did/VBD	TF:1
difference/NN	TF:2
doing/VBG	TF:1
engine/NN	TF:4
engines/NNS	TF:6
exist/VB	TF:1
fail/VBP	TF:1
feel/VBP	TF:1
figures/NNS	TF:1
find/VB	TF:1
find/VBP	TF:1
finding/NN	TF:1
found/VBN	TF:3
gather/VBP	TF:1
gathered/VBN	TF:1
get/VB	TF:1
Google/NNP	TF:1
growing/VBG	TF:1
habits/NNS	TF:1
half/NN	TF:2
has/VBZ	TF:1
have/VBP	TF:2
help/VB	TF:1
hidden/VBN	TF:1
hunt/NN	TF:1
indexing/VBG	TF:1
information/NN	TF:6
Internet/NNP	TF:1
is/VBZ	TF:4
Jeeves/NNP	TF:2
knew/VBD	TF:1
lack/NN	TF:1
liking/NN	TF:1
lists/NNS	TF:1
live/VB	TF:1
look/NN	TF:1
looking/VBG	TF:2
looks/VBZ	TF:1
Macklin/NNP	TF:2
marked/VBN	TF:1
means/VBZ	TF:1
minutes/NNS	TF:1
miss/VB	TF:1
mix/NN	TF:1
month/NN	TF:1
Mr/NNP	TF:1
MSN/NNP	TF:1
need/VBP	TF:1
number/NN	TF:2
ones/NNS	TF:1
online/NN	TF:1
paid/VBD	TF:1
paid/VBN	TF:3
people/NNS	TF:2
Pew/NNP	TF:4
presented/VBD	TF:1
presented/VBN	TF:1
provide/VB	TF:2
queries/NNS	TF:1
query/NN	TF:1
questioned/VBN	TF:4
reflected/VBD	TF:1
remaining/VBG	TF:1
report/NN	TF:4
research/NN	TF:1
Research/NNP	TF:2
researchers/NNS	TF:1
results/NNS	TF:10
reveals/VBZ	TF:2
routes/NNS	TF:1
said/VBD	TF:7
Said/VBD	TF:1
say/VBP	TF:3
search/NN	TF:10
Search/NNP	TF:1
search/VBP	TF:1
searchers/NNS	TF:4
searches/NNS	TF:1
see/VBP	TF:1
selection/NN	TF:1
showed/VBD	TF:2
shows/VBZ	TF:1
site/NN	TF:1
sites/NNS	TF:3
sites/VBZ	TF:1
someone/NN	TF:1
sophistication/NN	TF:1
spends/VBZ	TF:1
spokesman/NN	TF:1
spot/VB	TF:3
stick/VB	TF:1
stop/VB	TF:1
suggests/VBZ	TF:1
tell/VB	TF:1
tend/VB	TF:1
tend/VBP	TF:1
testing/VBG	TF:1
thought/VBD	TF:2
Tony/NNP	TF:1
topic/NN	TF:1
trust/VB	TF:2
two-thirds/NNS	TF:1
US/NNP	TF:1
use/NN	TF:1
use/VBP	TF:3
user/VBP	TF:1
users/NNS	TF:7
using/VBG	TF:2
was/VBD	TF:1
way/NN	TF:1
web/NN	TF:1
webpages/NNS	TF:1
websites/NNS	TF:1
weeks/NNS	TF:1
were/VBD	TF:5
Yahoo/NNP	TF:1

(tech82)
%/NN	TF:1
'face/VBP	TF:1
's/VBZ	TF:1
Action/NNP	TF:1
adapt/VB	TF:1
added/VBD	TF:1
analysts/NNS	TF:1
approval/NN	TF:1
are/VBP	TF:6
avoid/VB	TF:1
avoid/VBP	TF:1
BBC/NNP	TF:1
be/VB	TF:4
bedroom/NN	TF:1
been/VBN	TF:1
beginning/VBG	TF:1
called/VBN	TF:1
Climax/NNP	TF:3
close/VB	TF:2
Codemasters/NNP	TF:1
Codemasters/NNS	TF:1
coding/NN	TF:1
companies/NNS	TF:5
consoles/NNS	TF:4
consumers/NNS	TF:1
contacted/VBN	TF:1
content/NN	TF:1
control/NN	TF:1
cope/VB	TF:1
cost/NN	TF:1
costs/NNS	TF:1
cull/NN	TF:1
days/NNS	TF:1
death/NN	TF:1
demands/NNS	TF:1
developers/NNS	TF:5
development/NN	TF:3
developments/NNS	TF:1
develops/VBZ	TF:1
directing/VBG	TF:1
director/NN	TF:1
double/VB	TF:1
Dunn/NNP	TF:2
editors/NNS	TF:1
end/NN	TF:1
endorsed/VBN	TF:1
executive/NN	TF:1
expected/VBN	TF:2
face/VB	TF:1
face/VBP	TF:1
figure/NN	TF:1
finished/VBN	TF:1
firms/NNS	TF:4
Fred/NNP	TF:1
future/NN	TF:1
game/NN	TF:2
Games/NNS	TF:1
games/NNS	TF:6
Gardner/NNP	TF:1
Gary/NNP	TF:1
generate/VB	TF:1
generation/NN	TF:3
get/VBP	TF:1
gets/VBZ	TF:1
go/VB	TF:1
going/VBG	TF:1
group/NN	TF:1
had/VBD	TF:1
has/VBZ	TF:4
Hasson/NNP	TF:4
have/VB	TF:2
have/VBP	TF:2
head/NN	TF:1
hiring/VBG	TF:1
house/NN	TF:1
impact/NN	TF:1
industry/NN	TF:3
investing/VBG	TF:3
involved/VBN	TF:2
is/VBZ	TF:1
Jason/NNP	TF:1
Kingsley/NNP	TF:1
leading/VBG	TF:1
left/VBD	TF:1
lost/VBN	TF:1
machines/NNS	TF:3
making/VBG	TF:2
market/NN	TF:1
means/VBZ	TF:1
Microsoft/NNP	TF:2
middleware/NN	TF:1
months/NNS	TF:1
Mr/NNP	TF:4
need/NN	TF:1
need/VB	TF:1
News/NNP	TF:1
Nintendo/NNP	TF:1
numbers/NNS	TF:1
one/NN	TF:1
opportunities/NNS	TF:1
order/NN	TF:2
peer/NN	TF:1
people/NNS	TF:1
point/NN	TF:1
power/NN	TF:1
predict/VBP	TF:1
predicted/VBD	TF:1
predicting/VBG	TF:1
preparation/NN	TF:1
prepare/VBP	TF:1
present/VB	TF:1
president/NN	TF:1
processing/NN	TF:1
production/NN	TF:1
programming/NN	TF:1
publishes/NNS	TF:1
quality/NN	TF:1
realise/VB	TF:1
Rebellion/NNP	TF:2
release/VB	TF:1
released/VBN	TF:1
represents/VBZ	TF:1
resources/NNS	TF:1
risks/NNS	TF:1
round/NN	TF:1
run/VB	TF:1
said/VBD	TF:12
Simon/NNP	TF:1
Sony/NNP	TF:1
spiralling/VBG	TF:1
staff/NN	TF:1
standing/VBG	TF:1
stop/VB	TF:1
struggled/VBD	TF:1
studio/NN	TF:1
supply/NN	TF:1
survived/VBD	TF:1
talent/NN	TF:2
teams/NNS	TF:4
technology/NN	TF:1
Tiga/NNP	TF:1
time/NN	TF:1
titles/NNS	TF:3
tools/NNS	TF:2
transition/NN	TF:1
transitions/NNS	TF:1
try/VB	TF:1
UK/NNP	TF:2
upfront/NN	TF:1
US/NNP	TF:1
video/NN	TF:1
wants/VBZ	TF:1
warned/VBD	TF:1
warns/VBZ	TF:1
was/VBD	TF:4
were/VBD	TF:6
years/NNS	TF:1

(tech83)
%/NN	TF:2
access/NN	TF:3
add-ons/NNS	TF:1
advantage/NN	TF:1
Advantage/NNP	TF:2
allow/VB	TF:2
announced/VBD	TF:1
anti-piracy/NN	TF:1
anti-virus/NN	TF:1
anyone/NN	TF:1
are/VBP	TF:4
attacks/NNS	TF:1
BBC/NNP	TF:1
be/VB	TF:1
billions/NNS	TF:1
bought/VBN	TF:1
checking/NN	TF:1
China/NNP	TF:2
clamping/VBG	TF:1
clean/VB	TF:1
Cluley/NNP	TF:2
company/NN	TF:3
computer/NN	TF:1
concerned/VBN	TF:1
consultant/NN	TF:1
copies/NNS	TF:3
cost/VBN	TF:1
Counterfeit/NNP	TF:1
cracking/VBG	TF:1
Czech/NNP	TF:1
December/NNP	TF:1
decision/NN	TF:2
dedicated/VBN	TF:1
detect/VBP	TF:1
discounts/NNS	TF:1
download/VB	TF:1
download/VBP	TF:1
downloads/NNS	TF:1
efforts/NNS	TF:1
estimated/VBN	TF:1
everyone/NN	TF:1
experts/NNS	TF:1
exploited/VBN	TF:1
features/NNS	TF:1
firm/NN	TF:1
fixes/NNS	TF:2
flaws/NNS	TF:1
Genuine/NNP	TF:2
get/VB	TF:1
giant/NN	TF:1
give/VB	TF:1
Graham/NNP	TF:1
harbouring/VBG	TF:1
has/VBZ	TF:1
have/VB	TF:3
identification/NN	TF:1
increasing/VBG	TF:1
infected/VBN	TF:1
introduced/VBD	TF:1
introduced/VBN	TF:1
is/VBZ	TF:10
January/NNP	TF:1
left/VBD	TF:1
let/VB	TF:1
loopholes/VBZ	TF:1
makes/VBZ	TF:1
mean/VB	TF:1
means/VBZ	TF:1
meant/VBD	TF:1
Microsoft/NNP	TF:8
mid-2005/NN	TF:1
move/NN	TF:1
Mr/NNP	TF:1
news/NN	TF:1
News/NNP	TF:1
Norway/NNP	TF:1
November/NNP	TF:2
number/NN	TF:1
offering/VBG	TF:1
offers/NNS	TF:1
ones/NNS	TF:1
operating/NN	TF:3
options/NNS	TF:1
patches/NNS	TF:4
PCs/NNP	TF:1
PCs/NNS	TF:6
penetrating/VBG	TF:1
people/NNS	TF:2
People/NNS	TF:1
pilot/NN	TF:2
piracy/NN	TF:3
pirated/VBN	TF:1
precursor/NN	TF:1
problem/NN	TF:2
procedure/NN	TF:1
program/NN	TF:1
programs/NNS	TF:1
Project/NNP	TF:1
protect/VB	TF:1
prove/VB	TF:1
ran/VBD	TF:1
releases/VBZ	TF:2
releasing/VBG	TF:1
remain/VB	TF:1
replace/VB	TF:1
Republic/NNP	TF:1
restricting/VBG	TF:2
rise/NN	TF:1
run/VB	TF:1
running/VBG	TF:2
said/VBD	TF:2
says/VBZ	TF:2
scheme/NN	TF:4
security/NN	TF:11
seeking/VBG	TF:1
September/NNP	TF:1
site/NN	TF:1
software/NN	TF:8
Software/NNP	TF:1
Sophos/NNP	TF:1
sounds/VBZ	TF:1
spyware/NN	TF:1
squash/VB	TF:1
stop/VBP	TF:1
system/NN	TF:3
tackle/VB	TF:1
take/VB	TF:1
threats/NNS	TF:3
time/NN	TF:1
told/VBD	TF:1
tools/NNS	TF:1
try/VBP	TF:1
trying/VBG	TF:1
updated/VBN	TF:1
updates/NNS	TF:1
updates/VBZ	TF:2
users/NNS	TF:3
uses/VBZ	TF:1
versions/NNS	TF:3
virus/NN	TF:1
viruses/NNS	TF:2
was/VBD	TF:3
website/NN	TF:1
whilst/VBP	TF:1
Windows/NNP	TF:10
worms/NNS	TF:1
writers/NNS	TF:1
XP/NNP	TF:2
year/NN	TF:1

(tech84)
's/VBZ	TF:1
according/VBG	TF:2
adapter/NN	TF:1
added/VBD	TF:1
Advance/NNP	TF:1
aimed/VBN	TF:2
allow/VB	TF:1
allowing/VBG	TF:1
allows/VBZ	TF:1
analysts/NNS	TF:1
announced/VBN	TF:2
appeared/VBD	TF:1
application/NN	TF:1
are/VBP	TF:3
assertion/NN	TF:1
attitude/NN	TF:1
audience/NN	TF:2
backwards/NNS	TF:1
be/VB	TF:4
been/VBN	TF:3
believes/VBZ	TF:1
bit/NN	TF:1
Boy/NNP	TF:1
built/VBN	TF:1
buzz/NN	TF:1
called/VBD	TF:1
catalogue/NN	TF:1
company/NN	TF:2
compares/VBZ	TF:1
compete/VB	TF:1
Computerandvideogames.com/NNP	TF:1
console/NN	TF:5
consoles/NNS	TF:2
consumers/NNS	TF:1
control/NN	TF:1
copy/NN	TF:1
created/VBN	TF:1
date/NN	TF:2
December/NNP	TF:1
developers/NNS	TF:1
development/NN	TF:1
device/NN	TF:1
Digest/NNP	TF:1
download/NN	TF:1
DS/NNP	TF:9
editor/NN	TF:1
end/NN	TF:3
estimated/VBN	TF:1
Euro/NNP	TF:1
Europe/NNP	TF:5
European/NNP	TF:1
euros/NN	TF:2
Everyone/NN	TF:1
example/NN	TF:1
expected/VBN	TF:2
features/NNS	TF:2
features/VBZ	TF:1
Game/NNP	TF:1
games/NNS	TF:7
gaming/NN	TF:1
given/VBN	TF:1
group/NN	TF:1
had/VBD	TF:1
handheld/NN	TF:2
handheld/VBD	TF:1
handhelds/NNS	TF:1
has/VBZ	TF:6
have/VB	TF:2
have/VBP	TF:2
Houlihan/NNP	TF:3
include/VB	TF:1
include/VBP	TF:1
industry/NN	TF:1
is/VBZ	TF:7
Iwata/NNP	TF:2
Japan/NNP	TF:2
John/NNP	TF:1
Kart/NNP	TF:1
kit/NN	TF:1
latter/NN	TF:1
launch/NN	TF:4
launch/VB	TF:2
launched/VBN	TF:1
line-up/NN	TF:1
link/NN	TF:1
machine/NN	TF:2
machines/NNS	TF:1
magazine/NN	TF:1
March/NNP	TF:2
Mario/NNP	TF:2
market/NN	TF:3
marketed/VBN	TF:1
media/NNS	TF:1
messaging/NN	TF:1
microphone/NN	TF:1
move/NN	TF:1
Mr/NNP	TF:3
multimedia/NN	TF:1
multiplayer/NN	TF:1
music/NN	TF:1
Nintendo/NNP	TF:11
offered/VBN	TF:1
option/NN	TF:1
owns/VBZ	TF:1
part/NN	TF:1
parts/NNS	TF:1
past/NN	TF:1
period/NN	TF:1
person/NN	TF:1
Pictochat/NNP	TF:1
play/NN	TF:1
play/VB	TF:2
played/VBN	TF:1
point/NN	TF:1
president/NN	TF:1
price/NN	TF:3
prices/NNS	TF:1
Project/NNP	TF:1
PSP/NNP	TF:5
raised/VBD	TF:1
ranging/VBG	TF:1
Rayman/NNP	TF:1
retail/VB	TF:1
Rub/NNP	TF:1
said/VBD	TF:5
sales/NNS	TF:1
Satoru/NNP	TF:1
says/VBZ	TF:1
Screen/NNP	TF:1
see/VB	TF:1
Sega/NNP	TF:1
selling/VBG	TF:1
software/NN	TF:1
sold/VBN	TF:1
Sony/NNP	TF:4
Super/NNP	TF:1
targets/NNS	TF:1
time/NN	TF:1
title/NN	TF:1
titles/NNS	TF:1
Ubisoft/NNP	TF:1
UK/NNP	TF:2
US/NNP	TF:5
used/VBN	TF:1
video/NN	TF:1
wanted/VBD	TF:1
was/VBD	TF:1
weeks/NNS	TF:1
wireless/NN	TF:1
world/NN	TF:1
worth/NN	TF:1
£19/NN	TF:1
£29/VB	TF:1
£99/NN	TF:1
£99/NNP	TF:1

(tech85)
'chooses/VBZ	TF:1
appealing/VBG	TF:1
are/VBP	TF:1
arrive/VB	TF:1
art/NN	TF:2
ArtGarden/NNP	TF:3
artist/NN	TF:1
asked/VBN	TF:1
associated/VBD	TF:1
associated/VBN	TF:1
based/VBN	TF:2
be/VB	TF:2
being/VBG	TF:1
bridge/NN	TF:2
Britain/NNP	TF:1
browse/VBP	TF:1
browsing/NN	TF:1
browsing/VBG	TF:1
BT/NNP	TF:2
buy/VB	TF:1
century/NN	TF:1
change/VB	TF:1
Christmas/NNP	TF:1
Clicking/VBG	TF:1
clothes/NNS	TF:1
clue/NN	TF:1
collection/NN	TF:2
combination/NN	TF:1
committed/VBN	TF:1
designer/NN	TF:1
developed/VBN	TF:1
did/VBD	TF:1
do/VBP	TF:2
doing/VBG	TF:1
dominance/NN	TF:1
dubbed/VBN	TF:1
ended/VBD	TF:1
extending/VBG	TF:1
fans/NNS	TF:1
favourite/NN	TF:1
films/NNS	TF:1
find/VB	TF:1
finding/VBG	TF:1
found/VBD	TF:1
front/NN	TF:1
frustration/NN	TF:1
future/NN	TF:1
gallery/NN	TF:2
garment/NN	TF:1
gateway/NN	TF:1
grew/VBD	TF:1
have/VB	TF:3
head/NN	TF:1
help/VB	TF:1
hopes/VBZ	TF:1
incorporated/VBN	TF:1
instance/NN	TF:1
intelligence/NN	TF:1
introduce/VB	TF:1
is/VBZ	TF:8
Jemima/NNP	TF:1
keywords/NNS	TF:3
know/VB	TF:1
know/VBP	TF:1
lets/VBZ	TF:1
like/VBP	TF:1
looking/VBG	TF:2
luck/NN	TF:1
majority/NN	TF:1
making/VBG	TF:1
movement/NN	TF:1
Ms/NNP	TF:1
music/NN	TF:1
name/NN	TF:1
need/NN	TF:1
net/NN	TF:1
object/NN	TF:1
painting/NN	TF:3
paintings/NNS	TF:3
people/NNS	TF:2
pictures/NNS	TF:2
programme/NN	TF:1
project/NN	TF:1
prove/VB	TF:1
Rellie/NNP	TF:2
research/NN	TF:2
restricted/VBN	TF:1
Richard/NNP	TF:1
said/VBD	TF:4
scoring/VBG	TF:1
search/NN	TF:5
search/VB	TF:1
searching/NN	TF:1
searching/VBG	TF:1
see/VB	TF:1
selection/NN	TF:5
serendipity/NN	TF:1
shoppers/NNS	TF:1
shopping/NN	TF:1
showing/VBG	TF:1
shown/VBN	TF:2
skills/NNS	TF:1
Smart/NNP	TF:1
something/NN	TF:1
store/VBP	TF:1
street/NN	TF:1
system/NN	TF:1
Tate/NNP	TF:4
Tateson/NNP	TF:1
technology/NN	TF:5
tell/VB	TF:1
terms/NNS	TF:1
tested/VBN	TF:1
things/NNS	TF:1
thinks/VBZ	TF:1
type/NN	TF:1
unit/NN	TF:1
user/NN	TF:1
users/NNS	TF:1
uses/VBZ	TF:1
variety/NN	TF:1
wandering/VBG	TF:1
want/VBP	TF:1
wanted/VBD	TF:1
was/VBD	TF:1
water/NN	TF:1
way/NN	TF:2
website/NN	TF:1
went/VBD	TF:1
Whistler/NNP	TF:2
widen/VB	TF:1
wife/NN	TF:1
worked/VBD	TF:1
works/NNS	TF:1

(tech86)
%/NN	TF:4
access/NN	TF:1
according/VBG	TF:1
add-in/NN	TF:1
amended/VBN	TF:1
amending/VBG	TF:1
Andrew/NNP	TF:1
Apple/NNP	TF:1
application/NN	TF:1
average/NN	TF:2
be/VB	TF:7
becomes/VBZ	TF:1
being/VBG	TF:1
binding/NN	TF:1
bite/VB	TF:1
bodies/NNS	TF:1
boss/NN	TF:1
brought/VBN	TF:1
business/NN	TF:2
category/NN	TF:1
changed/VBN	TF:1
changes/NNS	TF:4
commissioned/VBD	TF:1
companies/NNS	TF:2
compliance/NN	TF:2
contained/VBD	TF:1
contained/VBN	TF:1
contracts/NNS	TF:1
contributors/NNS	TF:1
control/NN	TF:2
created/VBN	TF:1
customers/NNS	TF:1
Data/NNP	TF:1
data/NNS	TF:1
deal/NN	TF:1
deals/NNS	TF:1
deleted/VBN	TF:1
discovery/NN	TF:1
do/VB	TF:1
document/NN	TF:7
documents/NNS	TF:8
does/VBZ	TF:1
draft/NN	TF:1
drafts/NNS	TF:1
editing/NN	TF:1
editing/VBG	TF:1
edits/NNS	TF:1
efficiencies/NNS	TF:1
embarrassing/VBG	TF:1
European/NNP	TF:1
evolved/VBN	TF:1
existence/NN	TF:1
exposed/VBN	TF:1
expunged/VBN	TF:1
fell/VBD	TF:1
files/VBZ	TF:1
finds/VBZ	TF:1
firm/NN	TF:2
firms/NNS	TF:6
fixes/VBP	TF:1
found/VBD	TF:1
found/VBN	TF:1
get/VBP	TF:1
gone/VBN	TF:1
got/VBD	TF:1
had/VBD	TF:1
has/VBZ	TF:3
have/VB	TF:1
have/VBP	TF:1
Hidden/NNP	TF:1
idea/NN	TF:1
includes/VBZ	TF:1
information/NN	TF:10
instance/NN	TF:1
instructions/NNS	TF:1
internet/NN	TF:1
is/VBZ	TF:4
issues/NNS	TF:1
job/NN	TF:1
knowledge/NN	TF:1
laws/NNS	TF:1
leaked/VBN	TF:1
leaking/VBG	TF:1
machines/NNS	TF:1
maintains/VBZ	TF:1
make/NN	TF:1
make/VB	TF:1
matters/NNS	TF:1
mean/VB	TF:2
means/VBZ	TF:1
members/NNS	TF:1
metadata/NN	TF:2
Microsoft/NNP	TF:6
Mr/NNP	TF:2
negotiated/VBN	TF:1
Office/NNP	TF:1
Often/NNP	TF:1
passed/VBN	TF:1
PCs/NNP	TF:1
Pearson/NNP	TF:3
people/NNS	TF:1
policing/VBG	TF:1
Poor/NNP	TF:1
prepared/VBN	TF:1
problem/NN	TF:2
Problems/VBZ	TF:1
process/NN	TF:1
prove/VB	TF:1
provide/VB	TF:1
publish/VBP	TF:1
questioned/VBD	TF:1
recalled/VBN	TF:1
recommends/VBZ	TF:1
reconstructed/VBN	TF:2
records/NNS	TF:1
Remove/NNP	TF:1
remove/VB	TF:1
report/NN	TF:1
research/NN	TF:2
revealed/VBD	TF:2
risk/NN	TF:1
rivals/NNS	TF:1
running/VBG	TF:1
said/VBD	TF:4
says/VBZ	TF:1
scrutiny/NN	TF:1
security/NN	TF:2
see/VB	TF:2
staff/NN	TF:1
start/VBP	TF:1
step/VBP	TF:1
survey/NN	TF:1
survives/VBZ	TF:1
tendering/VBG	TF:1
terms/NNS	TF:2
three-quarters/NNS	TF:1
tool/NN	TF:4
trouble/NN	TF:1
Up/NNP	TF:1
use/VB	TF:1
used/VBN	TF:1
using/VBG	TF:1
versions/NNS	TF:1
view/VBP	TF:1
want/VB	TF:1
Warning/VBG	TF:1
warns/VBZ	TF:1
was/VBD	TF:2
way/NN	TF:3
website/NN	TF:1
were/VBD	TF:1
Windows/NNP	TF:3
Word/NNP	TF:5
worked/VBD	TF:1
works/VBZ	TF:1
Workshare/NNP	TF:3
world/NN	TF:1
Writing/VBG	TF:1

(tech87)
adopted/VBN	TF:1
Adopting/VBG	TF:1
afoot/VBN	TF:1
age/NN	TF:1
agreed/VBD	TF:1
Allan/NNP	TF:2
allowing/VBG	TF:1
Andrew/NNP	TF:1
answer/NN	TF:1
apply/VB	TF:2
are/VBP	TF:2
arise/VB	TF:1
assess/VB	TF:1
Association/NNP	TF:1
audiences/NNS	TF:1
Ayers/NNP	TF:2
balance/NN	TF:1
BBC/NNP	TF:3
be/VB	TF:9
becomes/VBZ	TF:1
been/VBN	TF:2
blurring/NN	TF:1
boundaries/NNS	TF:2
bring/VB	TF:1
broadband/NN	TF:1
brought/VBD	TF:1
BSkyB/NNP	TF:1
BT/NNP	TF:1
Burke/NNP	TF:2
carry/VBP	TF:1
cases/NNS	TF:1
celebrity/NN	TF:1
chairman/NN	TF:1
challenge/NN	TF:1
chance/NN	TF:1
changes/NNS	TF:1
chefs/NNS	TF:1
children/NNS	TF:1
choice/NN	TF:1
claimed/VBN	TF:1
come/VB	TF:1
Commission/NNP	TF:1
companies/NNS	TF:2
concern/NN	TF:1
conduits/NNS	TF:1
considered/VBD	TF:1
consumers/NNS	TF:4
content/NN	TF:13
Content/NNP	TF:1
continues/VBZ	TF:1
create/VB	TF:1
creating/VBG	TF:1
cries/NNS	TF:1
Currie/NNP	TF:3
data/NNS	TF:1
debate/NN	TF:2
defence/NN	TF:1
delivered/VBN	TF:1
Democrat/NNP	TF:1
departed/VBD	TF:1
did/VBD	TF:1
dinners/NNS	TF:1
director/NN	TF:1
discussion/NN	TF:1
distribute/VB	TF:1
division/NN	TF:2
does/VBZ	TF:1
dominate/VB	TF:1
door/NN	TF:1
download/VB	TF:2
dubbed/VBD	TF:1
EastEnders/NNS	TF:1
end/NN	TF:2
